model,draw,role,NFP+,LR,RN+,ENS+,DIV,DVG,DVD,joint_score,observed_percentile
national_anchored,228,reference,196.0,21.0,196.0,123.0,9.0,12.0,20.0,NaN,NaN
national_anchored,229,calibration,226.0,42.0,84.0,176.0,10.0,11.0,28.0,36.305874418906626,NaN
national_anchored,230,reference,184.0,33.0,157.0,156.0,10.0,13.0,24.0,NaN,NaN
national_anchored,231,calibration,138.0,34.0,179.0,176.0,11.0,14.0,25.0,56.52290842338191,NaN
national_anchored,232,reference,219.0,44.0,84.0,179.0,9.0,14.0,28.0,NaN,NaN
national_anchored,233,calibration,230.0,40.0,85.0,171.0,10.0,11.0,30.0,36.57207696577183,NaN
national_anchored,234,reference,167.0,37.0,155.0,173.0,7.0,13.0,25.0,NaN,NaN
national_anchored,235,calibration,189.0,31.0,136.0,171.0,11.0,12.0,27.0,14.55633768699769,NaN
national_anchored,236,reference,194.0,36.0,122.0,176.0,8.0,13.0,28.0,NaN,NaN
national_anchored,237,calibration,173.0,35.0,175.0,149.0,11.0,13.0,21.0,34.14936168334934,NaN
national_anchored,238,reference,223.0,42.0,98.0,166.0,9.0,12.0,27.0,NaN,NaN
national_anchored,239,calibration,236.0,26.0,124.0,149.0,9.0,14.0,19.0,27.976752876979337,NaN
national_anchored,240,reference,151.0,24.0,179.0,171.0,11.0,14.0,27.0,NaN,NaN
national_anchored,241,calibration,170.0,44.0,135.0,175.0,12.0,13.0,28.0,24.22527124283369,NaN
national_anchored,242,reference,218.0,34.0,108.0,167.0,10.0,12.0,28.0,NaN,NaN
national_anchored,243,calibration,180.0,37.0,149.0,165.0,9.0,13.0,24.0,18.69492035950488,NaN
national_anchored,244,reference,172.0,33.0,173.0,152.0,10.0,13.0,24.0,NaN,NaN
national_anchored,245,calibration,202.0,40.0,129.0,157.0,8.0,14.0,27.0,13.11837862670922,NaN
national_anchored,246,reference,211.0,44.0,98.0,172.0,10.0,14.0,28.0,NaN,NaN
national_anchored,247,calibration,228.0,36.0,117.0,150.0,8.0,13.0,25.0,23.1099277784195,NaN
national_anchored,248,reference,176.0,25.0,163.0,164.0,11.0,12.0,26.0,NaN,NaN
national_anchored,249,calibration,191.0,45.0,110.0,180.0,12.0,13.0,26.0,21.45318628946755,NaN
national_anchored,250,reference,228.0,45.0,75.0,177.0,10.0,12.0,30.0,NaN,NaN
national_anchored,251,calibration,168.0,37.0,144.0,178.0,9.0,14.0,27.0,25.73247194638365,NaN
national_anchored,252,reference,210.0,38.0,96.0,179.0,10.0,14.0,30.0,NaN,NaN
national_anchored,253,calibration,170.0,39.0,158.0,162.0,10.0,13.0,25.0,26.088065855187732,NaN
national_anchored,254,reference,210.0,39.0,125.0,165.0,9.0,12.0,17.0,NaN,NaN
national_anchored,255,calibration,215.0,44.0,81.0,186.0,10.0,14.0,27.0,38.7116933159126,NaN
national_anchored,256,reference,211.0,40.0,112.0,166.0,11.0,12.0,25.0,NaN,NaN
national_anchored,257,calibration,195.0,39.0,121.0,173.0,10.0,14.0,25.0,14.332831589218653,NaN
national_anchored,258,reference,191.0,35.0,124.0,178.0,13.0,12.0,24.0,NaN,NaN
national_anchored,259,calibration,204.0,39.0,111.0,176.0,10.0,13.0,24.0,16.896692457231,NaN
national_anchored,260,reference,201.0,40.0,118.0,164.0,9.0,13.0,32.0,NaN,NaN
national_anchored,261,calibration,211.0,41.0,106.0,171.0,9.0,11.0,28.0,18.76685893190557,NaN
national_anchored,262,reference,225.0,43.0,89.0,175.0,9.0,12.0,24.0,NaN,NaN
national_anchored,263,calibration,219.0,25.0,143.0,146.0,9.0,12.0,23.0,21.119224562769514,NaN
national_anchored,264,reference,183.0,38.0,146.0,160.0,10.0,13.0,27.0,NaN,NaN
national_anchored,265,calibration,183.0,38.0,143.0,168.0,10.0,12.0,23.0,16.636653351948286,NaN
national_anchored,266,reference,148.0,26.0,204.0,155.0,11.0,13.0,20.0,NaN,NaN
national_anchored,267,calibration,229.0,36.0,90.0,177.0,7.0,13.0,25.0,33.40442260236307,NaN
national_anchored,268,reference,216.0,30.0,106.0,174.0,10.0,13.0,28.0,NaN,NaN
national_anchored,269,calibration,204.0,25.0,140.0,163.0,8.0,13.0,24.0,13.960647385201941,NaN
national_anchored,270,reference,155.0,38.0,170.0,171.0,7.0,13.0,23.0,NaN,NaN
national_anchored,271,calibration,173.0,36.0,151.0,177.0,9.0,12.0,19.0,24.604233429852126,NaN
national_anchored,272,reference,220.0,39.0,98.0,170.0,10.0,13.0,27.0,NaN,NaN
